method_name,build_id,test_scenario,count_tc,count_commits,apfd,time
experiment_hybrid_phylogenetic,QCO30.95-Q3-10-14,v8_full_test,3,27,0.125,0.0
experiment_hybrid_phylogenetic,QMD30.27,v8_full_test,56,71,0.8035714285714285,0.0
experiment_hybrid_phylogenetic,QPG30.82-37,v8_full_test,12,12,0.14583333333333334,0.0
experiment_hybrid_phylogenetic,QPG30.82-57,v8_full_test,20,2,0.41250000000000003,0.0
experiment_hybrid_phylogenetic,QPI30.34,v8_full_test,25,106,0.85,0.0
experiment_hybrid_phylogenetic,QPI30.73-3,v8_full_test,55,61,0.4409090909090909,0.0
experiment_hybrid_phylogenetic,QPI30.73-8,v8_full_test,7,15,0.0625,0.0
experiment_hybrid_phylogenetic,QPJ30.131-15,v8_full_test,8,4,0.78125,0.0
experiment_hybrid_phylogenetic,QPJ30.14,v8_full_test,3,5,0.8333333333333334,0.0
experiment_hybrid_phylogenetic,QPJ30.32,v8_full_test,62,2,0.5887096774193549,0.0
experiment_hybrid_phylogenetic,QPO30.15,v8_full_test,24,196,0.6249999999999999,0.0
experiment_hybrid_phylogenetic,QPR30.80-129,v8_full_test,10,2,0.12499999999999997,0.0
experiment_hybrid_phylogenetic,QPS30.205-Q3-43-3,v8_full_test,14,67,0.5166666666666667,0.0
experiment_hybrid_phylogenetic,QPZ30.15,v8_full_test,29,48,0.42241379310344834,0.0
experiment_hybrid_phylogenetic,QPZ30.30-Q3-1,v8_full_test,10,664,0.675,0.0
experiment_hybrid_phylogenetic,QZA30.Q4-19,v8_full_test,4,136,0.5625,0.0
experiment_hybrid_phylogenetic,QZK30.Q4-25,v8_full_test,1,73,1.0,0.0
experiment_hybrid_phylogenetic,QZK30.Q4-38,v8_full_test,58,99,0.6499999999999999,0.0
experiment_hybrid_phylogenetic,QZK30.Q4-40-21,v8_full_test,15,58,0.6,0.0
experiment_hybrid_phylogenetic,RPE31.Q4U-47-10,v8_full_test,3,79,0.16666666666666666,0.0
experiment_hybrid_phylogenetic,RPE31.Q4U-47-8,v8_full_test,35,49,0.35714285714285715,0.0
experiment_hybrid_phylogenetic,RPI31.Q2-20,v8_full_test,9,63,0.38888888888888895,0.0
experiment_hybrid_phylogenetic,RPJ31.Q4U-47-35,v8_full_test,31,14,0.325,0.0
